id_batiment,infra_id,infra_etat,longueur,type_batiment,nb_maisons,type_infra
E000045,P000395,infra_intacte,61.6365018431784,habitation,8,fourreau
E000045,P000334,infra_intacte,9.01673275932094,habitation,8,aerien
E000045,P000256,infra_intacte,29.4336698447574,habitation,8,aerien
E000045,P007287,infra_intacte,6.26783452067774,habitation,8,semi-aerien
E000046,P007111,infra_intacte,12.3144613356693,habitation,1,fourreau
E000046,P007982,infra_intacte,49.956115228201,habitation,1,fourreau
E000046,P000181,infra_intacte,6.18934271279126,habitation,1,aerien
E000046,P000394,infra_intacte,37.5183055134459,habitation,1,fourreau
E000046,P000395,infra_intacte,61.6365018431784,habitation,1,fourreau
E000046,P000334,infra_intacte,9.01673275932094,habitation,1,aerien
E000046,P000256,infra_intacte,29.4336698447574,habitation,1,aerien
E000046,P007387,infra_intacte,13.1723164317785,habitation,1,aerien
E000047,P007111,infra_intacte,12.3144613356693,habitation,4,fourreau
E000047,P007982,infra_intacte,49.956115228201,habitation,4,fourreau
E000047,P000181,infra_intacte,6.18934271279126,habitation,4,aerien
E000047,P000394,infra_intacte,37.5183055134459,habitation,4,fourreau
E000047,P000395,infra_intacte,61.6365018431784,habitation,4,fourreau
E000047,P000334,infra_intacte,9.01673275932094,habitation,4,aerien
E000047,P000256,infra_intacte,29.4336698447574,habitation,4,aerien
E000047,P007376,infra_intacte,14.2129999843549,habitation,4,aerien
E000048,P007111,infra_intacte,12.3144613356693,habitation,7,fourreau
E000048,P007982,infra_intacte,49.956115228201,habitation,7,fourreau
E000048,P000181,infra_intacte,6.18934271279126,habitation,7,aerien
E000048,P000394,infra_intacte,37.5183055134459,habitation,7,fourreau
E000048,P000395,infra_intacte,61.6365018431784,habitation,7,fourreau
E000048,P000334,infra_intacte,9.01673275932094,habitation,7,aerien
E000048,P000256,infra_intacte,29.4336698447574,habitation,7,aerien
E000048,P007305,infra_intacte,16.0944335793595,habitation,7,aerien
E000049,P007111,infra_intacte,12.3144613356693,habitation,4,fourreau
E000049,P007982,infra_intacte,49.956115228201,habitation,4,fourreau
E000049,P000181,infra_intacte,6.18934271279126,habitation,4,aerien
E000049,P000394,infra_intacte,37.5183055134459,habitation,4,fourreau
E000049,P000395,infra_intacte,61.6365018431784,habitation,4,fourreau
E000049,P000381,infra_intacte,55.0605613618661,habitation,4,aerien
E000049,P000126,infra_intacte,6.38951344091244,habitation,4,aerien
E000049,P007200,infra_intacte,12.0960743440014,habitation,4,aerien
E000050,P007111,infra_intacte,12.3144613356693,habitation,3,fourreau
E000050,P007982,infra_intacte,49.956115228201,habitation,3,fourreau
E000050,P000181,infra_intacte,6.18934271279126,habitation,3,aerien
E000050,P000394,infra_intacte,37.5183055134459,habitation,3,fourreau
E000050,P000395,infra_intacte,61.6365018431784,habitation,3,fourreau
E000050,P000381,infra_intacte,55.0605613618661,habitation,3,aerien
E000050,P000126,infra_intacte,6.38951344091244,habitation,3,aerien
E000050,P007300,infra_intacte,12.0511353865963,habitation,3,fourreau
E000051,P007111,infra_intacte,12.3144613356693,habitation,3,fourreau
E000051,P007982,infra_intacte,49.956115228201,habitation,3,fourreau
E000051,P000181,infra_intacte,6.18934271279126,habitation,3,aerien
E000051,P000394,infra_intacte,37.5183055134459,habitation,3,fourreau
E000051,P000395,infra_intacte,61.6365018431784,habitation,3,fourreau
E000051,P000381,infra_intacte,55.0605613618661,habitation,3,aerien
E000051,P000126,infra_intacte,6.38951344091244,habitation,3,aerien
E000051,P007184,infra_intacte,12.3860220025035,habitation,3,fourreau
E000052,P007111,infra_intacte,12.3144613356693,habitation,1,fourreau
E000052,P007982,infra_intacte,49.956115228201,habitation,1,fourreau
E000052,P000181,infra_intacte,6.18934271279126,habitation,1,aerien
E000052,P000394,infra_intacte,37.5183055134459,habitation,1,fourreau
E000052,P000395,infra_intacte,61.6365018431784,habitation,1,fourreau
E000052,P000381,infra_intacte,55.0605613618661,habitation,1,aerien
E000052,P000126,infra_intacte,6.38951344091244,habitation,1,aerien
E000052,P007143,infra_intacte,13.3873903233501,habitation,1,aerien
E000053,P007111,infra_intacte,12.3144613356693,habitation,7,fourreau
E000053,P007982,infra_intacte,49.956115228201,habitation,7,fourreau
E000053,P000181,infra_intacte,6.18934271279126,habitation,7,aerien
E000053,P000394,infra_intacte,37.5183055134459,habitation,7,fourreau
E000053,P000395,infra_intacte,61.6365018431784,habitation,7,fourreau
E000053,P000334,infra_intacte,9.01673275932094,habitation,7,aerien
E000053,P000123,infra_intacte,33.3289650716569,habitation,7,fourreau
E000053,P007120,infra_intacte,12.3491199261896,habitation,7,fourreau
E000054,P007111,infra_intacte,12.3144613356693,habitation,1,fourreau
E000054,P007982,infra_intacte,49.956115228201,habitation,1,fourreau
E000054,P000181,infra_intacte,6.18934271279126,habitation,1,aerien
E000054,P000394,infra_intacte,37.5183055134459,habitation,1,fourreau
E000054,P000395,infra_intacte,61.6365018431784,habitation,1,fourreau
E000054,P000334,infra_intacte,9.01673275932094,habitation,1,aerien
E000054,P000123,infra_intacte,33.3289650716569,habitation,1,fourreau
E000054,P007168,infra_intacte,12.3346123836477,habitation,1,semi-aerien
E000055,P007111,infra_intacte,12.3144613356693,habitation,4,fourreau
E000055,P007982,infra_intacte,49.956115228201,habitation,4,fourreau
E000055,P000181,infra_intacte,6.18934271279126,habitation,4,aerien
E000055,P000394,infra_intacte,37.5183055134459,habitation,4,fourreau
E000055,P000395,infra_intacte,61.6365018431784,habitation,4,fourreau
E000055,P000334,infra_intacte,9.01673275932094,habitation,4,aerien
E000055,P000123,infra_intacte,33.3289650716569,habitation,4,fourreau
E000055,P007199,infra_intacte,13.3989548451235,habitation,4,fourreau
E000056,P007111,infra_intacte,12.3144613356693,habitation,5,fourreau
E000056,P007983,infra_intacte,40.3209288665353,habitation,5,aerien
E000056,P000160,infra_intacte,44.6252544771484,habitation,5,semi-aerien
E000056,P000348,infra_intacte,9.12960147203556,habitation,5,aerien
E000056,P000020,infra_intacte,51.3121054948589,habitation,5,aerien
E000056,P000148,infra_intacte,34.0746754515243,habitation,5,aerien
E000056,P000301,infra_intacte,20.079343050329,habitation,5,semi-aerien
E000056,P007408,infra_intacte,12.0746138744784,habitation,5,aerien
E000057,P007111,infra_intacte,12.3144613356693,habitation,8,fourreau
E000057,P007983,infra_intacte,40.3209288665353,habitation,8,aerien
E000057,P000160,infra_intacte,44.6252544771484,habitation,8,semi-aerien
E000057,P000348,infra_intacte,9.12960147203556,habitation,8,aerien
E000057,P000020,infra_intacte,51.3121054948589,habitation,8,aerien
E000057,P000148,infra_intacte,34.0746754515243,habitation,8,aerien
E000057,P000301,infra_intacte,20.079343050329,habitation,8,semi-aerien
E000057,P007319,infra_intacte,12.5661599823588,habitation,8,fourreau
E000058,P007111,infra_intacte,12.3144613356693,habitation,2,fourreau
E000058,P007983,infra_intacte,40.3209288665353,habitation,2,aerien
E000058,P000160,infra_intacte,44.6252544771484,habitation,2,semi-aerien
E000058,P000348,infra_intacte,9.12960147203556,habitation,2,aerien
E000058,P000020,infra_intacte,51.3121054948589,habitation,2,aerien
E000058,P000148,infra_intacte,34.0746754515243,habitation,2,aerien
E000058,P007986,infra_intacte,35.1097532902904,habitation,2,semi-aerien
E000058,P007315,infra_intacte,8.40457872181763,habitation,2,semi-aerien
E000059,P007111,infra_intacte,12.3144613356693,habitation,5,fourreau
E000059,P007983,infra_intacte,40.3209288665353,habitation,5,aerien
E000059,P000160,infra_intacte,44.6252544771484,habitation,5,semi-aerien
E000059,P000348,infra_intacte,9.12960147203556,habitation,5,aerien
E000059,P000020,infra_intacte,51.3121054948589,habitation,5,aerien
E000059,P000148,infra_intacte,34.0746754515243,habitation,5,aerien
E000059,P007986,infra_intacte,35.1097532902904,habitation,5,semi-aerien
E000059,P007166,infra_intacte,10.3449075204212,habitation,5,aerien
E000060,P007111,infra_intacte,12.3144613356693,habitation,4,fourreau
E000060,P007983,infra_intacte,40.3209288665353,habitation,4,aerien
E000060,P000160,infra_intacte,44.6252544771484,habitation,4,semi-aerien
E000060,P000348,infra_intacte,9.12960147203556,habitation,4,aerien
E000060,P000020,infra_intacte,51.3121054948589,habitation,4,aerien
